Nome: SAO FELIX DO XINGU
Codigo Estacao: 82668
Latitude: -6.63083332
Longitude: -51.9761111
Altitude: 195.98
Situacao: Fechada
Data Inicial: 1972-07-06
Data Final: 2020-12-31
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
2007-10-31;32;63.5;null;null;null;4.290323;13;116.6;987.364516;32.170968;26.363871;22.906452;83.193548;4;1.27957;43.548387;null;
2007-11-30;32;39.1;null;null;null;5.166667;14;334.3;986.228889;31.64;26.314667;22.970968;85.358333;4;1.088889;44.555556;null;
2007-12-31;32;34;null;null;null;7.290323;18;197.9;986.943011;30.993548;25.781935;22.709375;85.991935;4.1;1.093548;44.741935;null;
2008-01-31;32;34.3;null;null;79.8;7.580645;26;371.3;987.298925;29.316129;25.09871;22.406452;89.854839;5;1.176344;45.483871;null;
2008-02-29;32;29.2;null;null;79;7.666667;23;332.6;988.228736;29.77931;25.144828;22.32069;89.465517;6;1.172414;45.402299;null;
2008-03-31;32;40.3;null;null;116.5;7.634409;25;377.7;988.103226;29.796774;25.406452;22.793548;87.959677;4;1.11828;46.709677;null;
2008-04-30;32;41.3;null;null;138;7.222222;19;206.4;987.192222;30.413333;25.589333;22.88;87.458333;4;1.373333;46.488889;null;
2008-05-31;14;32.1;null;null;153;7.075269;12;242.1;988.658065;30.612903;25.565806;22.416129;86.717742;5;1.204301;45.483871;null;
2008-06-30;0;110.2;null;null;231.6;3.311111;0;0;989.538889;32.546667;25.621333;20.453333;78.241667;5;1.478889;45.888889;null;
2008-07-31;0;152.6;null;null;284.6;2.677419;0;0;989.987097;34.596774;26.078065;18.948387;66.25;5;1.526882;46.354839;null;
2008-08-31;0;187.4;null;null;142.8;3.946237;3;58.2;987.725806;35.996774;27.524516;21.13871;63.66129;6;1.677419;46.129032;null;
2008-09-30;32;61;null;null;167.7;4.777778;12;133.7;988.255556;33.996667;27.136;22.693333;76.416667;6;1.544444;46.222222;null;
2008-10-31;32;38;null;null;151.5;4.774194;11;116.6;987.648387;32.687097;26.490323;22.580645;80.282258;12;1.731183;45.806452;null;
2008-11-30;0;34.1;null;null;119.1;7.155556;20;144.5;986.872222;31.226667;26.212;23.106667;85.983333;7;1.433333;46.444444;null;
2008-12-31;9;27.6;null;null;90.5;7.892473;23;277.3;986.993548;30.448387;25.538065;22.509677;88.653226;6;1.150538;43.064516;null;
2009-01-31;9;34.9;null;null;122.2;7.752688;22;234.7;987.902151;30.596774;25.830323;22.322581;86.475806;6;1.497849;43.913978;null;
2009-02-28;9;30.6;null;null;76;7.809524;20;397.1;987.475;29.814286;25.102857;21.507143;88.848214;5;1.261905;42.738095;null;
2009-03-31;32;35.2;null;null;102.4;7.55914;24;490.5;987.337634;30.487097;25.670323;21.86129;87.677419;4;1.034409;43.763441;null;
2009-04-30;32;33.8;null;null;96.7;8.277778;19;249.6;988.591111;30.03;25.292667;21.74;89.366667;4;1.211111;43.555556;null;
2009-05-31;5;36.7;null;null;139;7.709677;16;278;988.996774;29.874194;25.195484;21.425806;88.032258;5;1.247312;44.301075;null;
2009-06-30;5;34.8;null;null;179.6;5.433333;7;39.1;989.714444;31.743333;25.584667;19.91;82.2;5;1.422222;46.333333;null;
2009-07-31;5;106.8;null;null;300.6;3.483871;0;0;989.460215;33.712903;26.143226;19.070968;73.233871;5;1.44086;46.55914;null;
2009-08-31;5;206.1;null;null;266.1;3.956989;6;81.6;988.625806;35.196774;26.731613;19.209677;71.080645;5;1.497849;46.182796;null;
2009-09-30;5;63.2;null;null;212;5.233333;12;155.9;988.691111;33.343333;26.549333;20.88;80.603448;4;1.333333;46.666667;null;
2009-10-31;5;45.2;null;null;140.2;6.408602;13;224.8;987.301075;32.119355;26.190968;21.06129;84.935484;3;1.16129;46.021505;null;
2009-11-30;5;63.5;null;null;137.6;7.066667;11;46.4;986.38;32.29;26.397333;21.123333;84.391667;4;1.246667;46.666667;null;
2009-12-31;5;33.1;null;null;70.7;8.344086;21;179.8;987.590323;30.629032;24.925806;20.574194;89.612903;5;1.397849;46.666667;null;
2010-01-31;5;28.3;null;null;122.7;7.516129;24;213.6;987.741935;30.596774;25.327742;20.803226;88.846774;4;1.290323;48.301075;null;
2010-02-28;5;28;null;null;129.5;7.154762;17;154.3;986.954762;31.514286;25.939286;21.067857;87.026786;5;1.357143;46.666667;null;
2010-03-31;5;32.1;null;null;158.4;7.150538;22;183.3;987.589247;31.803226;26.001935;20.922581;86.096774;4;1.430108;46.666667;null;
2010-04-30;5;25.7;null;null;112.7;7.766667;18;262;987.803333;31.243333;25.942;21.086667;88.758333;4;1.332222;46.666667;null;
2010-05-31;5;42.8;null;null;211.6;5.849462;10;43.9;987.990323;32.641935;26.62;20.964516;84.483871;4;1.280645;47.526882;null;
2010-06-30;14;29.8;null;null;200.4;4.455556;5;22.6;989.968889;32.706667;25.586;18.913333;81.3;5;1.434444;46.666667;null;
2010-07-31;5;37;null;null;278.8;3.870968;0;0;989.188172;34.8;26.310323;17.680645;70.782258;5;1.580645;46.55914;null;
2010-08-31;0;95.5;null;null;226.8;2.408602;4;12.2;988.811828;35.925806;26.143871;16.406452;64.701613;6;1.533333;46.666667;null;
2010-09-30;32;64.5;null;null;180.9;4.666667;9;53.4;987.244444;35.58;27.227333;18.833333;70.575;6;1.622222;47.111111;null;
2010-10-31;32;66.8;null;null;167.7;6.473118;11;46.4;987.325806;33.593548;26.449032;19.067742;80.201613;5;1.470968;46.666667;null;
2010-11-30;5;58;null;null;144.1;7.188889;12;139.2;986.201111;32.696667;26.095333;19.143333;82.65;5;1.311111;47.111111;null;
2010-12-31;32;45.7;null;null;126.2;8.032258;17;105.4;985.84086;30.909677;25.29871;18.912903;86.83871;3;1.11828;47.096774;null;
2011-01-31;null;null;null;null;null;null;8;null;null;null;null;null;null;null;null;null;null;
2011-02-28;5;37;null;null;98.3;8.654762;22;322.1;987.709524;30.028571;24.465714;18.825926;89.633929;5;.985714;46.190476;null;
2011-03-31;0;39.2;null;null;124.1;7.634409;18;258.2;987.130108;30.532258;25.156129;19.403226;87.354839;4;1.021505;46.075269;null;
2011-04-30;5;30.7;null;null;126.2;7.877778;19;209.9;987.985556;30.7;25.078;19.48;89.125;4;.967778;46.666667;null;
2011-05-31;14;42.5;null;null;176.8;6.526882;13;59.1;988.158065;31.087097;25.383871;19.616129;86.814516;4;1.053763;47.096774;null;
2011-06-30;5;72;null;null;221.6;4.266667;4;29.4;989.146667;32.563333;25.495333;18.143333;80.883333;5;1.3;47.222222;null;
2011-07-31;0;109;null;null;294.8;2.096774;4;10;989.8;33.541935;25.230968;16.435484;81.967742;1;.629032;40;null;
2011-08-31;0;83.5;null;null;277.6;3.048387;7;64.8;989.68871;34.548387;26.267097;18.312903;83.516129;1;.693548;40;null;
2011-09-30;null;null;null;null;null;null;3;null;null;null;null;null;null;null;null;null;null;
2011-10-31;0;57.4;null;null;115.3;6.564516;16;132.4;987.612903;32.177419;25.652903;19.119355;87.451613;5;.951613;40;null;
2011-11-30;5;38.4;null;null;87.3;7.836066;17;316.9;986.757377;31.133333;null;19.783333;null;5;1.459016;59.344262;null;
2011-12-31;5;36.5;null;null;115.3;7.241935;16;158.8;986.780952;31.383871;null;19.777419;null;2;1.13871;60;null;
2012-01-31;5;29.5;null;null;65.5;8.596774;26;455.9;988.009677;30.451613;null;19.258065;null;4;1.177419;60;null;
2012-02-29;5;34.8;null;null;72.4;8.189655;15;205.1;987.798276;30.706897;null;19.189655;null;3;1.213793;60.413793;null;
2012-03-31;5;42.3;null;null;115.8;7.758065;25;333.8;988.291935;31.596774;null;18.658065;null;3;1.33871;60;null;
2012-04-30;5;44.8;null;null;102.9;7.066667;11;138.4;987.965;32.16;null;18.616667;null;3;1.198333;60;null;
2012-05-31;5;57;null;null;170.3;6.612903;11;81.4;988.825806;32.33871;null;19.33;null;2;1.274194;60;null;
2012-06-30;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;
2012-07-31;5;84.4;null;null;276.1;3.935484;2;55;989.314516;33.809677;null;19.141935;null;5;1.790323;60;null;
2012-08-31;5;156.5;null;null;285.5;2.967742;3;28.8;989.583871;35.580645;null;18.229032;null;5;2.080645;58.177419;null;
2012-09-30;5;75.9;152.008814;144.138514;185.8;5.166667;9;139.4;989.256667;34.09;null;20.816667;null;4;1.55;60;null;
2012-10-31;5;55.5;153.940078;128.796355;154.2;5.758065;13;117.9;987.008065;33.370968;null;20.967742;null;3;1.517742;60;null;
2012-11-30;5;53.4;142.119969;142.119969;89.7;7;15;194.8;986.92;32.386667;null;21.736667;null;3;1.483333;60;null;
2012-12-31;5;34.4;132.232028;132.232028;113;8.193548;20;142.6;987.095161;31.335484;null;21.035484;null;4;1.412903;60.16129;null;
2013-01-31;5;34.1;138.573269;138.573269;95.7;8.403226;16;143.1;988.135484;31.319355;null;21.767742;null;3;1.419355;60;null;
2013-02-28;5;28.6;113.419952;113.419952;null;8.642857;19;258;987.489286;30.746429;null;21.292857;null;3;1.375;60;null;
2013-03-31;5;38;141.992402;141.992402;78.3;8.322581;20;224;988.104839;31.56129;null;21.983871;null;3;1.306452;60;null;
2013-04-30;5;39.7;136.880973;113.104804;101.1;8.116667;12;59.2;988.57;32.216667;null;22.153333;null;3;1.233333;60;null;
2013-05-31;5;38.2;139.581202;139.581202;162.9;6.822581;8;258.8;988.953226;31.980645;null;21.793548;null;3;1.403226;60;null;
2013-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2013-07-31;5;55.5;142.350055;70.059325;211.3;4.5;null;35.6;989.870968;32.423333;null;21.090323;null;5;1.564516;60.387097;null;
2013-08-31;5;50.7;138.823148;33.330448;248.1;3.790323;null;21.2;988.824194;33.622581;null;20.187097;null;5;1.451613;60;null;
2013-09-30;5;62.3;133.143882;133.143882;120.7;6.416667;null;142.5;988.556667;32.883333;null;21.103333;null;4;1.6;60;null;
2013-10-31;5;54.6;141.426758;141.426758;119.6;6.919355;null;210.5;988.154839;32.012903;null;21.467742;null;3;1.548387;56.363636;null;
2013-11-30;5;35.1;127.163952;127.163952;58.2;8.316667;null;159.8;986.56;31.946667;null;21.916667;null;3;1.5;57.142857;null;
2013-12-31;5;49.1;144.178453;144.178453;60.6;7.758065;null;184.9;987.425806;31.890323;null;21.922581;null;3;1.419355;58.125;null;
2014-01-31;5;42.2;136.870477;136.870477;46.6;7.903226;null;164.3;988.514516;31.69;null;21.887097;null;3;1.436881;60.222222;null;
2014-02-28;5;41.8;123.798599;123.798599;22.6;8.446429;null;371;987.608929;31.253571;null;22.307407;null;2;1.22807;59.821429;null;
2014-03-31;5;45.4;128.643058;128.643058;null;8.444444;null;369;988.235484;30.906452;null;22.512903;null;3;1.246875;60;null;
2014-04-30;5;29;138.545468;138.545468;null;7.716667;null;192.2;988.505;31.55;null;23.113333;null;3;1.333333;59.016393;null;
2014-05-31;5;27.3;146.456001;143.128455;null;6.564516;null;119.5;988.687097;32;null;22.722581;null;3;1.387097;57.230769;null;
2014-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2014-07-31;5;51.9;142.350055;31.62939;null;4;null;1.4;990.680645;33.7;null;21.241935;null;4;1.774194;59.047619;null;
2014-08-31;5;57.5;156.416355;15.555692;null;3.693548;null;8;989.616129;35.470968;null;21.096774;null;5;2.080645;58.125;null;
2014-09-30;5;59.4;164.792491;137.144138;190.7;5.233333;null;136.6;988.611667;34.903333;null;22.446667;null;4;1.788525;57.142857;null;
2014-10-31;32;52.5;148.44591;148.44591;155;7.177419;null;317.8;988.066129;32.864516;null;22.425806;null;4;1.525397;58.125;null;
2014-11-30;5;51.7;149.07058;149.07058;150;7.65;null;272.2;987.206667;32.49;null;22.606667;null;3;1.516667;59.016393;null;
2014-12-31;5;40.8;138.96756;135.91541;111.8;8.064516;null;113.2;987.709677;31.532258;null;22.367742;null;3;1.324194;58.125;null;
2015-01-31;5;29.9;142.022651;142.022651;null;8.145161;null;260.5;988.924194;31.877419;null;22.229032;null;7;1.48595;60.596774;null;
2015-02-28;5;27.5;119.273699;119.273699;null;8.362069;null;370.3;989.0125;30.992857;null;22.025;null;4;1.363793;57.931034;null;
2015-03-31;32;24.9;138.569467;138.569467;null;8.645161;null;400.3;988.341935;31.190323;null;22.917241;null;3;1.437097;56.363636;null;
2015-04-30;5;27.7;138.545468;138.545468;null;7.65;null;146.1;988.735;31.68;null;23.123333;null;3;1.333333;60;null;
2015-05-31;5;30.3;144.715866;136.694338;null;6.5;null;106.8;989.104839;32.106452;null;22.887097;null;3;1.419355;56.363636;null;
2015-06-30;5;68.4;142.415226;49.433919;null;4.533333;null;0;990.058333;33.666667;null;22.351724;null;4;1.851667;60;null;
2015-07-31;5;60.2;151.083784;22.810375;null;4.725806;null;11;989.798387;33.925806;null;22.026667;null;5;1.759677;60.387097;null;
2015-08-31;5;79.1;177.483924;4.200247;null;3;null;1;988.898387;36.189655;null;22.141935;null;4;1.870968;60;null;
2015-09-30;5;69.6;194.853685;8.559077;null;4.327869;null;10.8;987.801639;36.37;null;23.686667;null;4;1.609836;60.606557;null;
2015-10-31;5;74.2;200.042626;55.877926;null;6.209677;null;56.3;987.745161;35.042308;null;23.870968;null;3;1.469355;60;null;
2015-11-30;5;51;167.599699;79.214154;null;7.333333;null;80;986.983333;33.162069;null;23.686207;null;3;1.433333;60;null;
2015-12-31;5;54;166.374896;38.407193;null;7;null;38.4;988.269355;32.885714;null;23.587097;null;4;1.451613;60;null;
2016-01-31;5;45.8;149.098526;149.098526;null;8.870968;null;236;988.356452;30.835484;null;23.686667;null;2;1.241935;60;null;
2016-02-29;5;49.4;160.79105;116.585474;null;6.982759;null;60.5;988.201724;33.02069;null;23.907692;null;3;1.465517;60;null;
2016-03-31;5;49.9;145.398107;145.398107;null;8.564516;null;220.6;989.025806;31.651613;null;23.148387;null;3;1.274194;60;null;
2016-04-30;5;53.8;155.889484;152.648027;null;7.35;null;82.4;987.84;32.855172;null;23.356667;null;3;1.316667;54.545455;null;
2016-05-31;null;null;166.502668;87.237874;null;null;null;26;989.363636;33.238095;null;23.613333;null;4;null;null;null;
2016-06-30;null;null;156.397322;73.335901;null;null;null;null;990.618182;33.609091;null;null;null;2;null;null;null;
2016-07-31;null;null;156.536362;5.994264;null;null;null;null;989.7;35.009524;null;22.728571;null;2;null;null;null;
2016-08-31;5;null;165.840403;16.034169;null;4.326087;null;14.6;989.112766;36.547826;null;22.834783;null;2;1.456522;60;null;
2016-09-30;5;null;153.803274;70.597864;null;6.777778;null;null;988.801587;33.038095;null;22.795238;null;3;1.342857;50.15873;null;
2016-10-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2016-11-30;5;null;null;null;null;7.616667;null;71;986.776667;33.375;27.237;23.2;80.8125;3;1.251667;47.333333;null;
2016-12-31;32;null;144.187174;144.187174;null;8.286765;null;203;987.451471;31.759091;25.996364;22.718182;84.152174;3;1.149254;46.705882;null;
2017-01-31;5;null;136.870477;136.870477;null;8.203125;null;null;988.052308;31.759091;25.841818;22.568182;84.590909;3;1.15625;47.5;null;
2017-02-28;32;null;111.988154;111.988154;null;8.983333;null;null;988.46;30.845;25.478;22.03;85.425;3;1.3;48;null;
2017-03-31;32;null;131.89533;131.89533;null;8.202899;null;394.6;988.446377;31.991304;26.206087;22.665217;85.663043;2;1.15942;47.246377;null;
2017-04-30;5;null;135.230343;135.230343;null;7.672131;null;null;988.016393;31.868421;26.57;22.78;84.97619;2;1.229508;46.229508;null;
2017-05-31;5;null;153.561187;121.972836;null;5.117647;null;62;988.485294;33.743478;27.569565;23.317391;79.673913;3;1.338235;47.647059;null;
2017-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2017-07-31;5;null;129.111338;36.251776;null;2.225806;null;0;990.746774;null;null;null;null;3;1.612903;47.096774;null;
2017-08-31;5;null;119.57559;63.39489;null;4.884058;null;57;988.878261;null;null;null;null;3;1.521739;46.666667;null;
2017-09-30;5;null;117.516654;29.632155;null;4.28125;null;25.2;988.340625;null;null;null;null;3;1.421875;46.625;null;
2017-10-31;5;null;123.310771;123.310771;null;6.507692;null;152;987.223077;null;null;null;null;3;1.329231;46.830769;null;
2017-11-30;5;null;120.899196;120.899196;null;7.969697;null;133.2;986.740909;null;null;null;null;3;1.259091;46.666667;null;
2017-12-31;5;null;125.709989;125.709989;null;8.921875;null;285.6;987.160938;null;null;null;null;2.1;1.145313;46.25;null;
2018-01-31;5;null;125.353313;125.353313;null;8.01087;null;250.8;987.589855;null;null;null;null;2;1.21781;48.072464;null;
2018-02-28;32;null;111.988154;111.988154;null;8.616667;null;490.1;987.926667;null;null;null;null;3;1.233333;48;null;
2018-03-31;32;null;116.186821;116.186821;null;7.78125;null;null;988.148438;null;null;null;null;2;1.203125;46.25;null;
2018-04-30;5;null;130.360994;130.360994;null;7.741935;null;273.4;988.867742;31.161905;25.299048;21.180952;85.928571;2;1.209677;46.935484;null;
2018-05-31;5;null;124.933598;97.344491;null;5.19697;null;null;989.210606;32.409091;25.749091;21.740909;84.897727;2;1.242424;46.666667;null;
2018-06-30;5;null;124.620634;30.530532;null;2.328125;null;null;989.990625;34.071429;26.046667;20.014286;77.821429;3;1.407813;47;null;
2018-07-31;5;null;124.374407;23.004851;null;3.230769;null;14.8;989.721538;35.785714;25.808571;18.552381;75.261364;3;1.369231;47.076923;null;
2018-08-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2018-09-30;32;null;117.516654;110.411662;null;7.219828;null;123.8;987.775862;null;null;20.947368;77.425;3;1.380702;47.862069;null;
2018-10-31;5;null;108.293168;108.293168;null;7.117647;null;201.8;987.598507;null;null;21.426087;78.880435;3;1.397059;47.058824;null;
2018-11-30;5;null;120.899196;120.899196;null;8.516667;null;308.2;987.098333;null;null;21.08;79.475;3;1.383333;47.466667;null;
2018-12-31;5;null;125.709989;125.709989;null;8.516667;null;230.4;988.648333;null;null;21.04;80.7125;3;1.228333;47.333333;null;
2019-01-31;5;null;104.35804;104.35804;null;8.333333;null;376.2;989.156061;null;null;20.881818;80.204545;7;1.333333;46.666667;null;
2019-02-28;5;null;111.988154;111.988154;null;9.141667;null;267.9;989.218333;null;null;20.895;80.675;2;1.267629;50.633333;null;
2019-03-31;5;null;122.305271;122.305271;null;8.213115;null;403.6;989.045902;null;null;20.835;81.8;2;1.303279;46.229508;null;
2019-04-30;5;null;116.48145;116.48145;null;8.145161;null;274.7;988.609677;null;null;22.361905;84.809524;2;1.241935;47.096774;null;
2019-05-31;5;null;118.779878;118.239435;null;5.848485;null;26.2;988.577273;null;null;21.890909;80.75;2;1.272727;46.666667;null;
2019-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-07-31;5;null;null;null;null;3.882353;null;14.6;989.823529;null;null;19.304348;75.521739;3;1.426471;47.058824;null;
2019-08-31;5;null;null;null;null;3.80597;null;44.8;990.235821;null;null;20.104545;73.511364;3;1.522388;46.268657;null;
2019-09-30;5;null;null;null;null;4.693548;null;115.6;988.432258;null;null;21.747619;75.369048;3;1.532258;47.741935;null;
2019-10-31;5;null;null;null;null;7.57971;null;331.7;987.766667;null;null;21.713043;82.271739;3;1.318841;47.246377;null;
2019-11-30;5;null;null;null;null;7.983607;null;136.1;986.918033;null;null;22.01;82.45;2;1.27541;46.229508;null;
2019-12-31;5;null;null;null;null;7.935484;null;160.6;987.229032;32.4875;26.505;22.514286;83.833333;3;1.274194;47.096774;null;
2020-01-31;5;null;null;null;null;8.465909;null;407.7;988.959091;31.695455;26.030909;22.554545;85.681818;3.08664;1.309046;95.19697;null;
2020-02-29;5;null;null;null;null;8.586066;null;219;988.706557;31.955;26.038;22.76;87.8;2.05776;1.265016;96.327869;null;
2020-03-31;32;null;null;null;93;8.293919;null;243.9;988.79863;31.728;26.1672;22.592;85.8;3.08664;1.348667;96.378378;null;
2020-04-30;32;null;null;null;96.5;8.576389;null;366.8;988.379167;31.5125;25.890833;22.475;86.364583;4.11552;1.350405;96.333333;null;
2020-05-31;5;null;null;null;null;5.359589;null;226.2;989.789041;32.704348;26.33913;22.64;84.836957;3.08664;1.324859;96.342466;null;
2020-06-30;5;null;null;null;130.7;3.333333;3;21.4;990.550877;33.258333;26.1725;21.004;85.71875;3.08664;1.137183;96.157895;null;
2020-07-31;5;null;null;null;244.4;2.037037;0;0;989.92963;35.081481;26.497778;19.625926;79.185185;1.54332;1.0003;96;null;
2020-08-31;5;null;null;null;224.9;2.475962;1;7.2;989.444231;36.780769;27.879231;19.911538;72.615385;1.02888;.890377;95.961538;null;
2020-09-30;5;null;null;null;174.4;3.533654;5;95;988.859615;36.707692;28.289231;21.007692;74.269231;2.05776;.811232;96;null;
2020-10-31;5;null;null;null;165.3;5;6;105.6;988.55283;34.481481;27.483077;21.976923;82.962963;2.05776;1.009467;95.981132;null;
2020-11-30;32;null;null;null;105.9;7.825;null;125;988.332;32.848;26.5296;22.492;88;2.05776;1.090613;96;null;
2020-12-31;32;null;null;null;8.1;7.546296;9;122.2;988.412963;32.385185;26.222222;22.207407;88.333333;2.05776;1.124147;95.962963;null;

